영단어,한국단어,설명
IGF Code,가스연료 추진 선박의 안전에 관한 국제기준,"IGF Code (International Code of Safety for Ships using Gases or other Low-flashpoint Fuels), 액화가스 또는 저 인화점 연료를 연료로 사용하는 선박의 안전을 위한 설계, 구조, 시스템 및 운영 등에 관한 사항 및 선박에 적용되는 강재 등에 관한 시험 규정, 비상대응 훈련 등에 관한 사항을 수록함. 현재 수록된 기능요건은 LNG를 기반으로 하며, 기타 연료에 관한 규정은 개발이 완료되는 대로 Code에 수록될 예정임 High manganese steel for cryogenic service 극저온용 고망간강 LNG 선박 등의 극저온용 저장 탱크의 강재로 사용 가능한 신소재. 기존의 니켈(nickel) 기반의 극저온용 강재보다 높은 함량의 망간(manganese)을 함유하며, 영하 196℃의 극저온에서도 성능을 유지할 수 있음. 액화가스 운송 선박 등의 극저온용 강재로 사용할 수 있도록 잠정 지침서(MSC.1/Circ.1599)가 개발되어 있으며, 해당 소재가 국제협약에도 반영될 수 있도록 논의 중임 HAZID 위험성 식별 HAZID (Hazard Identification), 특정한 상황, 공정 혹은 사물 등이 위해한 상황을 일으킬 수 있는지를 식별하거나 확인하는 과정을 의미함"
IMSBC Code,국제산적고체화물운송규칙,"IMSBC Code (International Maritime Solid Bulk Cargoes Code), 산적 형태로 운송되는 고체 화물의 해상운송에 관한 국제규칙. 산적 고체 화물의 물리적·화학적 특성, 적재, 관리, 하역, 짐 고르기 등에 관한 일반적인 운송 규정 이외에도, 화물별 해상운송 규정에 관한 개별화물 일람표(individual schedule) 등을 수록 Cargoes which may liquefy 액상화 화물 일정 비율의 미세 입자와 일정량의 수분을 함유하는 화물. 만약 이러한 화물이 운송허용 수분치(TML, Transportable Moisture Limit)를 초과하는 수분량을 포함한 상태로 선박에 적재되어 운송되는 경우에는 선박 안전(복원성)에 영향을 미치는 액상화 현상(liquefaction)이 일어날 수 있음 Group A 그룹 A 화물 그룹 A (Group A), 운송허용 수분치를 초과하여 선박에 적재되는 경우에 액상화 현상이 일어날 수 있는 액상화 화물을 포함하는 구분 체계 Group B 그룹 B 화물 그룹 B(Group B)란, 화물의 특성에 의하여 선상에서 위험한 상황을 일으킬 수 있는 화학적 유해성이 있는 화물을 포함하는 구분 체계. 그룹 B에 해당하는 화물은 국제해상위험물규칙(IMDG Code)의 분류 체계에 따른 위험물(dangerous goods) 및 국제해상위험물 규칙에 따라 위험물로 분류되지는 않으나 산적 상태에서만 위험한 물질(MHB, Material Hazardous in Bulk)을 포함함 Group C 그룹 C 화물 그룹 C(Group C), 그룹 A ‘액상화 화물’ 및 그룹 B ‘화학적 유해성이 있는 화물’에 모두 해당하지 않는 화물(일반화물)을 포함하는 구분 체계 TML 운송허용수분치 TML (Transportable Moisture Limit), 액상화 화물의 운송허용 수분치란 선박으로 운송하는 경우에 안전한 것으로 간주하는 액상화 화물의 최대 수분 함량(Maximum moisture content). 운송허용 수분치는 주무관청이 승인한 시험절차에 따라 결정됨 MHB 산적 상태에서만 위험한 물질 MHB (Material Hazardous in Bulk), 국제해상위험물규칙의 포장 위험물 분류 기준을 충족하지는 않으나, 산적 형태로 운송되는 경우에 화학적 위험성을 가지는 물질. 만약 어떤 물질이 아래와 같이 한 가지 이상의 위험성을 나타내는 것으로 확인되는 경우에는 산적 상태에서만 위험한 물질(MHB)로 분류하여 운송해야 함 화학적 위험성 위험성 표기방법 가연성 고체 CB 자기 발열성 고체 SH 물에 젖을 시 인화성 기체를 방출하는 고체 WF 물에 젖을 시 독성 기체를 방출하는 고체 WT 독성 고체 TX 부식성 고체 CR 기타의 위험성 OH BCSN 산적화물 운송명 BCSN (Bulk Cargo Shipping Name), 해상운송되는 산적 고체 화물의 운송 명을 지칭하며, 개별화물 일람 표에 영문 대문자로 기재되어 있음"
Individual Schedule,개별화물 일람표,"산적 고체 화물 별 물리적·화학적 특성 및 해상운송 조건 등을 고려하여 운송 명칭, 위험성, 적재, 격리 및 운영요건 등 산적 고체 화물별 운송요건을 수록함. 산적 고체 화물을 국제적으로 운송하고자 하는 경우에 개별화물 일람 표에 명시된 운송요건을 준수해야 함 BAUXITE 보크사이트 수산화알루미늄 광물로 구성된 광석(Ore). 열과 마찰에 대한 저항이 큰 특성이 있어 내화제로 사용됨. IMSBC Code의 분류 체계에 따라 보크사이드의 수분 함량이 낮은 경우에는 그룹 C 화물로 분류되나, 일정 수분 함량을 포함하는 경우에는 그룹 A 화물로 분류됨 Ammonium Nitrate"
Based Fertilizer,질산암모늄계 비료,"유기물, 무기물 등 해당 비료를 구성하는 성분의 비율에 따라 두 종류의 그룹 B 화물(산화성 물질 또는 기타 위험 물질) 및 그룹 C(비 위험물)로 분류됨. 그룹 B에 해당하는 질산암모늄계 비료는 화학반응이 개시될 경우, 폭발을 일으키거나 독성 가스를 방출하는 등 선박과 선원의 안전에 해로운 영향을 미칠 수 있음 E&T Group 편집기술작업반 E&T Group (Editorial and Technical Group), IMSBC Code의 개정에 관한 CCC 전문위원회 하부의 실무작업반. IMSBC Code의 단순 편집오류 및 오타 수정을 검토하는 것 이외에도 좀 더 기술적인 사항에 대해서 논의하여 개정안을 마련함. 격년으로 매 2회(상반기, 하반기 각 1회) 개최됨 MSDS 물질안전보건자료 MSDS (Material Safety Data Sheet), 화학물질에 대한 기본정보, 유해 위험성, 화학적 특성, 응급조치요령, 취급 주의사항 등 운송 및 취급과 관련된 상세한 설명이 기재된 정보자료"
IMDG,코드,"UN TDG UN 위험물 운송 전문가 위원회 UN SCETDG (UN Sub-Committee of Experts on the Transport of Dangerous Goods), 유엔 경제사회이사회 하부의 위험물 운송 전문가 위원회로서 항공, 도로, 철도나 선박 등의 모든 운송 형태에 적용할 수 있는 위험물 운송에 관한 권고(UN 모델 규정) 제·개정하는 회의체이며, 스위스 제네바에서 개최됨"
IMDG Code,국제해상위험물규칙,"IMDG Code (International Maritime Dangerous Goods Code), 포장 형태 위험물의 해상운송에 관한 국제규칙. 위험물의 물리적·화학적 특성에 따른 위험성의 분류, 위험물의 포장 방법, 표시 및 표찰 방법, 위험물 운송서류, 선상 위험물의 적재·격리 등에 관한 안전규정을 수록함"
Dangerous Goods,위험물,"국제해상위험물규칙(IMDG Code)을 적용받는 물질, 재료와 제품 등을 지칭하며 IMDG Code의 위험물목록에 수록됨 UN Model Regulations UN 모델 규정 UN 모델 규정 (UN Model Regulations), 해상, 항공, 철도 및 도로와 같은 운송 별 위험물 국제 운송 규정의 근간이 되는 UN 권고. 「UN 위험물 운송 전문가 위원회」에서 2년마다 개정하며, UN 모델 규정에 수록된 권고 규정은 각 운송 별 운송조건 등을 적절히 고려하여 반영 UN MTC UN 위험물 시험 방법 및 판정 기준 매뉴얼"
"UN MTC (UN Manual of Tests and Criteria), UN",모델규정에,따른 물질의 위험성 판정 및 분류를 위한 시험방법 및 절차 등에 관한 사항을 수록함. 「UN 위험물 운송 전문가 위원회」는 신규 물질 및 최신 기술 등을 반영하고자 이를 주기적으로 개정
UN Number,유엔번호,"위험물 운송 전문가 위원회(UN TDG)가 위험물을 식별하기 위하여 부여한 4자리 숫자의 고유번호. 예로, 페인트는 1263, 에틸알코올 수용액의 유엔 번호는 1170, 리튬이온배터리의 유엔 번호는 3480."
Class/Division,위험성 급/등급,"IMDG Code 규정을 적용받는 위험물은 그 위험성에 따라 제1급 부터 제9급까지 하나 이상의 급(class)으로 할당되며, 이들 급 중의 몇몇은 등급(division)으로 세분함. 제1급 화약류 제2급 가스류 제3급 인화성 액체 제4급 가연성 고체 제5급 산화성 물질 및 유기과산화물 제6급 독성 및 전염성 물질 제7급 방사성 물질 제8급 부식성 물질 제9급 기타 위험 물질 및 제품, 해양오염물질 MP 해양오염물질 MP (Marine Pollutant), 해양 유출 시 또는 수생 환경에 위해를 줄 수 있는 물질, 재료 또는 제품. 수생 생물에게 급성(acute) 또는 만성(chronic) 독성이 있는 경우 해양오염 물질로 분류됨."
EmS Guide,선상 위험물 사고 시 비상대응지침,"EmS Guide (Emergency Response Procedures for Ships Carrying Dangerous Goods Guide), 위험물 운송 선박에서 위험물 화재 및 유출 사고 발생 시 위험물의 양 및 포장 형태, 적재 위치 등을 고려한 위험물별 비상조치 지침을 제공함. Stowage/"
Segregation,위험물 적재 및 격리,"적재(Stowage)란, 운송 안전 및 환경보호를 확보하기 위하여 위험물을 적절하게 배치하는 것 (예, 갑판 상부 또는 갑판 하부). 격리(Segregation)란, 위험물 유출 등 사고로 과도한 위험을 초래할 가능성이 있어 상호 혼적할 수 없도록 두 가지 이상의 위험물을 격리하는 것 (예, 산성 물질과 1구획실 격리하여 적재할 것)"
CSS Code,화물 적재 및 고박 안전실무규칙,"CSS Code (Code of Safe Practice for Cargo Stowage and Securing), 화물 단위체 또는 특수화물 등을 선상에 적재하여 운송하는 경우, 화물에 가해지는 외력 등을 고려한 적재 및 고박 관련 안전 실무규칙을 수록"
Grain Code,산적 형태 곡물의 안전운송을 위한 국제규칙,"Grain Code (International Code for The Safe Carriage of Grain in Bulk), 콩, 옥수수, 귀리 등의 산적 형태의 곡물 운송에 관한 국제규칙"
Enclosed spaces,폐위구역,"강제적인 통풍이 없는 경우에 폭발성 기체가 자연적으로 소멸할 수 없으며 질식 등의 위험이 있는 구역. 예시로는 화물구역, 펌프실, 연료탱크, 코퍼댐 등이 있음 CIP 위험물 컨테이너 점검 제도 CIP (Inspection Programmes for Cargo Transport Units Carrying Dangerous Goods), 위험물 운송 관련 규정의 준수 여부 등 점검 요령에 대한 지침서. IMO는 각 회원국이 위험물 컨테이너 점검제도를 이행하고 그 결과를 보고하도록 권고하고 있으며, 우리나라는 2002년도부터 위험물 컨테이너를 점검하고 2003년도 부터 그 결과를 IMO에 보고하고 있음 VGM 컨테이너 총중량 검증제도 VGM (Verified Gross Mass of a Container Carrying Cargo), 선박, 인명 및 화물의 안전을 확보하기 위하여 해상인명안전협약 (SOLAS)에서 요구하는 선적 예정 화물 컨테이너의 총중량 검증에 관한 제도."
CSC 1972,안전한 컨테이너를 위한 국제협약,"CSC Convention (International Convention for Safe Containers, 1972), 컨테이너 취급 및 운송 시 인명안전을 확보 하고, 국제적으로 통일된 규정 이행을 촉진하기 위하여 컨테이너의 강도 요건, 시험절차 및 검사 등에 관한 사항을 수록한 국제 협약"
Container,컨테이너,"화물을 적재할 수 있도록 규격화된 직육면체 형의 수송 설비이며, 화물을 능률적·경제적으로 운송하고자 사용됨"
CTU Code,화물운송기구 수납 실무지침,"CTU Code (IMO/ILO/UNECE Code of Practice for Packing of Cargo Transport Units), 컨테이너, 스왑 바디 등 화물운송 기구에 화물을 안전하게 수납하기 위하여 고정 및 고박 등에 관한 실무적인 사항을 수록함. 표준훈련과정"
IMO Model Courses,표준훈련과정,"1978년 개정된 선원의 훈련·자격증명 및 당직근무의 기준에 관한 국제협약 (STCW)을 채택한 후, 다수의 IMO 회원국의 제안으로 표준훈련과정이 개발됨. 초기 노르웨이 정부의 협력으로 표준훈련과정을 개발하였고, 이러한 표준훈련과정은 협약의 개정 및 기술 발전에 따라 정기적으로 최신화됨. 표준훈련과정은 일정한 기준을 가지고 구성되며, 총 5개의 Part(Part A~E)로 구성됨 ❶ Part A : Course Framework for all functions(코스 체계)  Part B : Course Outline(코스 개요)  Part C : Detailed Teaching Syllabus(교육과정 상세)  Part D : Instructor Manual(강사 매뉴얼)  Pard E : Evaluation(평가)"
